,year,fuel,car_running,mileage,car
7811,2014,Diesel,less than 500000,more than 15,Other
4199,2018,Petrol,less than 25000,more than 20,Other
7077,2018,Diesel,less than 25000,more than 20,Other
6577,2019,Diesel,less than 25000,more than 15,Volvo XC40 D4
5286,2016,Diesel,less than 50000,more than 25,Other
1133,2018,Diesel,less than 10000,more than 15,Volvo V40 D3
212,2019,Diesel,less than 25000,more than 15,Other
5121,2011,Petrol,less than 50000,more than 15,Maruti Alto LX
1064,2017,Petrol,less than 10000,0-15,Toyota Corolla Altis
3293,2017,Petrol,less than 50000,more than 20,Other
4171,2015,Petrol,less than 100000,more than 15,Hyundai Grand i10
7278,2018,Diesel,less than 100000,more than 15,Other
3796,2006,LPG,less than 500000,more than 15,Maruti Wagon R
5409,2014,Petrol,less than 100000,more than 15,Hyundai i20 1.2
7529,2016,Diesel,less than 100000,more than 25,Honda City i
5128,2013,Petrol,less than 100000,0-15,Other
1004,2006,Petrol,less than 500000,0-15,Other
4343,2015,Diesel,less than 500000,more than 15,Mahindra Bolero Power
5692,2015,Diesel,less than 500000,more than 25,Maruti Swift Dzire
7672,2017,Petrol,less than 25000,more than 20,Maruti Alto K10
2159,2019,Petrol,less than 25000,more than 20,Other
5597,2004,Diesel,less than 500000,more than 15,Tata Indica V2
4049,2017,Petrol,less than 50000,more than 20,Tata Tiago 1.2
3966,2018,Petrol,less than 10000,more than 20,Datsun GO T
6017,2013,Petrol,less than 100000,more than 15,Other
186,2000,Petrol,less than 100000,more than 15,Other
6807,2013,Diesel,less than 500000,more than 20,Ford Figo Diesel
2015,2013,Diesel,less than 500000,0-15,Mahindra Scorpio LX
3384,2017,Petrol,less than 50000,more than 20,Maruti Wagon R
2056,2017,Diesel,less than 100000,more than 15,Mahindra TUV 300
1631,2014,Diesel,less than 500000,more than 15,Other
5719,2013,Diesel,less than 500000,more than 20,Maruti Swift Dzire
5711,2007,Diesel,less than 100000,more than 15,Tata Indica V2
5172,2010,Diesel,less than 500000,0-15,Other
1307,2011,Petrol,less than 100000,more than 15,Honda City 1.5
7315,2019,Petrol,less than 25000,more than 15,Hyundai i20 Active
1781,2011,Petrol,less than 50000,more than 15,Chevrolet Spark 1.0
2422,2015,Petrol,less than 100000,more than 25,Other
1655,2012,Petrol,less than 500000,0-15,Other
3153,2015,Diesel,less than 500000,more than 15,Tata Indigo CS
4128,2008,Petrol,less than 100000,more than 15,Tata Indica V2
7517,2015,Diesel,less than 100000,more than 15,Hyundai Creta 1.6
1124,2013,Diesel,less than 100000,0-15,Toyota Innova 2.5
5980,2017,Diesel,less than 100000,more than 20,Other
445,2014,Petrol,less than 100000,more than 20,Maruti Celerio VXI
3716,2017,Petrol,less than 50000,more than 15,Tata Zest Revotron
7533,2017,Petrol,less than 25000,more than 20,Maruti Alto 800
4560,2016,Petrol,less than 10000,more than 20,Maruti Swift VXI
2503,2012,Diesel,less than 100000,more than 25,Chevrolet Beat Diesel
8082,2007,Diesel,less than 500000,more than 15,Ford Fiesta 1.4
3047,2010,Diesel,less than 500000,0-15,Toyota Innova 2.5
6277,2009,Diesel,less than 500000,more than 15,Tata Indica Vista
1681,2016,Petrol,less than 100000,more than 20,Maruti Alto 800
6412,2006,Petrol,less than 100000,more than 15,Maruti Alto LX
5907,2014,Diesel,less than 100000,more than 20,Maruti Swift Dzire
2800,2017,Diesel,less than 100000,more than 25,Maruti Ciaz 1.3
3215,2018,Diesel,less than 50000,more than 20,Hyundai Grand i10
6044,2012,Diesel,less than 100000,more than 15,Other
7068,2010,Petrol,less than 500000,more than 15,Other
2581,2015,Diesel,less than 100000,more than 15,Mahindra XUV500 W8
243,2012,Diesel,less than 500000,more than 15,Mahindra XUV500 W8
5801,2011,Diesel,less than 500000,more than 20,Fiat Grande Punto
4497,2012,Diesel,less than 100000,more than 15,Other
6130,2012,Diesel,less than 100000,more than 15,Tata Indigo CS
6082,2012,Petrol,less than 500000,0-15,Toyota Corolla Altis
3543,2009,Diesel,less than 100000,more than 15,Tata Indica V2
7256,2013,Diesel,less than 500000,more than 20,Tata Indica Vista
6390,2013,Petrol,less than 500000,more than 15,Hyundai i20 Asta
2695,2016,Petrol,less than 100000,more than 20,Maruti Alto 800
3549,2009,Petrol,less than 500000,more than 15,Other
4546,2016,Diesel,less than 100000,more than 25,Other
5324,2015,Petrol,less than 100000,more than 15,Honda City i
1659,2009,Diesel,less than 500000,more than 15,Other
4711,2010,Diesel,less than 100000,more than 15,Hyundai Verna Transform
2333,2005,Petrol,less than 500000,0-15,Other
4567,2017,Petrol,less than 50000,more than 20,Maruti Alto K10
5727,2012,Petrol,less than 100000,more than 15,Maruti Alto LXi
1297,2009,Petrol,less than 100000,0-15,Chevrolet Optra Magnum
7556,2013,Diesel,less than 500000,more than 25,Honda Amaze VX
1674,2016,Diesel,less than 100000,more than 15,Other
5504,2009,Petrol,less than 500000,more than 15,Maruti Alto LX
2352,2015,Petrol,less than 25000,more than 20,Maruti Alto 800
5884,2014,Diesel,less than 100000,more than 20,Other
3995,2013,Petrol,less than 50000,more than 15,Hyundai i20 Magna
5931,2015,Petrol,less than 25000,more than 15,Tata Zest Revotron
611,2015,Diesel,less than 500000,more than 25,Maruti Swift Dzire
1407,2011,Petrol,less than 500000,more than 15,Other
2474,2007,Petrol,less than 100000,more than 15,Maruti Alto LX
3232,2016,Petrol,less than 100000,more than 20,Maruti Wagon R
373,2015,Diesel,less than 500000,0-15,Tata Safari Storme
7129,2017,Diesel,less than 25000,more than 15,Jeep Compass 2.0
3062,2011,Diesel,less than 100000,more than 15,Toyota Etios GD
3752,2008,Petrol,less than 50000,more than 15,Maruti 800 AC
7174,2017,Diesel,less than 100000,0-15,Toyota Innova Crysta
6220,2019,Petrol,less than 25000,more than 15,Other
7062,2012,Diesel,less than 500000,more than 15,Other
4759,2017,Diesel,less than 50000,more than 25,Honda WR-V i-DTEC
236,2017,Diesel,less than 50000,more than 15,Hyundai Creta 1.6
1344,2013,Diesel,less than 100000,more than 15,Renault Duster 110PS
2321,2011,Petrol,less than 50000,more than 15,Hyundai i20 1.2
1218,2017,Diesel,less than 25000,0-15,Tata Safari Storme
1776,2016,Diesel,less than 100000,more than 25,Ford Figo Aspire
1498,2011,Diesel,less than 100000,more than 15,Mahindra XUV500 W8
7591,2018,Diesel,less than 10000,more than 25,Maruti S-Cross 2017-2020
5042,2018,Petrol,less than 10000,more than 20,Maruti Wagon R
2097,2012,Diesel,less than 100000,more than 20,Tata Manza Aura
5826,2012,Diesel,less than 500000,more than 20,Hyundai Verna 1.6
4637,2011,Petrol,less than 500000,more than 15,Maruti Wagon R
4206,2011,Diesel,less than 100000,0-15,Other
5728,2018,Diesel,less than 50000,more than 20,Volkswagen Polo 2015-2019
510,2018,Diesel,less than 25000,more than 25,Maruti Swift Dzire
1613,2013,Diesel,less than 500000,more than 20,Tata Indica Vista
6093,2015,Diesel,less than 100000,more than 20,Hyundai i20 Active
1623,2014,Petrol,less than 50000,more than 20,Maruti Alto 800
2045,2012,Petrol,less than 100000,0-15,Maruti Omni 8
6190,2015,Diesel,less than 100000,more than 25,Maruti Swift VDI
3163,2017,Diesel,less than 50000,more than 25,Maruti Swift Dzire
6381,2011,Diesel,less than 500000,more than 20,Hyundai i20 1.4
3372,2016,Petrol,less than 50000,more than 15,Chevrolet Sail 1.2
5816,2016,Petrol,less than 50000,more than 15,Hyundai Grand i10
5704,2015,Petrol,less than 500000,more than 20,Maruti Wagon R
7197,2004,Petrol,less than 100000,more than 15,Maruti Alto LX
78,2003,Diesel,less than 100000,more than 15,Other
6838,2011,Petrol,less than 25000,more than 15,Ford Figo Petrol
2317,2015,Petrol,less than 100000,more than 15,Hyundai Grand i10
6094,2015,Diesel,less than 100000,more than 25,Maruti Swift Dzire
6988,2015,Diesel,less than 500000,more than 15,Mahindra Scorpio S10
2874,2015,Petrol,less than 100000,more than 20,Maruti Swift VXI
4409,2016,Diesel,less than 100000,more than 20,Maruti Vitara Brezza
6976,2016,Petrol,less than 25000,0-15,Skoda Rapid 1.6
5404,2010,Petrol,less than 100000,more than 20,Hyundai i10 Magna
3399,2018,Petrol,less than 50000,more than 15,Maruti Omni E
7721,2017,Petrol,less than 100000,more than 15,Maruti Wagon R
911,2017,Diesel,less than 100000,more than 20,Tata Zest Quadrajet
3478,2011,Petrol,less than 100000,more than 20,Hyundai i10 Sportz
697,2014,Diesel,less than 500000,0-15,Mahindra Bolero 2011-2019
2386,2010,Diesel,less than 500000,more than 15,Other
4562,2015,Diesel,less than 100000,more than 25,Ford Figo 1.5D
5116,2016,Petrol,less than 50000,more than 15,Hyundai Grand i10
363,2012,Petrol,less than 25000,more than 25,Other
1842,2018,Petrol,less than 50000,more than 15,Maruti Omni E
1153,2017,Diesel,less than 500000,more than 25,Tata Indigo CS
5441,2010,Petrol,less than 100000,0-15,Chevrolet Optra Magnum
1360,2018,Diesel,less than 100000,0-15,Toyota Innova Crysta
7492,2020,Petrol,less than 10000,more than 20,Other
3806,2019,Petrol,less than 10000,more than 15,Hyundai Grand i10
6167,2019,Petrol,less than 25000,more than 20,Lexus ES 300h
3142,2011,Diesel,less than 100000,more than 15,Tata Indigo LS
7379,2013,Diesel,less than 50000,more than 15,Other
8050,2016,Petrol,less than 50000,more than 15,Ford Ecosport 1.5
5621,2018,Diesel,less than 50000,more than 25,Maruti Baleno Alpha
5131,2018,Petrol,less than 100000,more than 15,Mahindra KUV 100
2733,2013,Diesel,less than 50000,more than 20,Maruti Ertiga VDI
8110,2017,Petrol,less than 25000,more than 20,Maruti Celerio VXI
7653,2016,Diesel,less than 100000,more than 15,Chevrolet Enjoy 1.3
83,2017,Petrol,less than 25000,more than 20,Maruti Celerio ZXI
79,2013,Diesel,less than 500000,more than 20,Volkswagen Vento Diesel
662,2019,Petrol,less than 10000,more than 15,Honda Amaze V
5536,2011,Diesel,less than 500000,more than 20,Volkswagen Vento Diesel
324,2011,Petrol,less than 100000,more than 15,Maruti Swift ZXI
5016,2015,Diesel,less than 50000,more than 25,Other
1440,2011,Diesel,less than 50000,more than 15,Other
7306,2017,Petrol,less than 50000,more than 15,Hyundai i20 1.2
7487,2014,Diesel,less than 500000,0-15,Mahindra Xylo D2
1130,2019,Diesel,less than 10000,more than 15,BMW X4 M
2253,2007,CNG,less than 100000,more than 15,Hyundai Santro Xing
2376,2012,Petrol,less than 100000,more than 15,Maruti Wagon R
808,2000,Petrol,less than 100000,more than 15,Maruti 800 AC
1510,2013,Diesel,less than 50000,more than 20,Volkswagen Polo Diesel
3105,2014,Petrol,less than 100000,more than 15,Other
2593,2014,Diesel,less than 100000,more than 15,Mahindra Thar CRDe
2576,2019,Petrol,less than 25000,more than 20,Maruti Alto K10
3329,2005,Petrol,less than 500000,more than 15,Maruti Swift ZXI
656,2019,Petrol,less than 10000,more than 20,Maruti Swift AMT
3070,2019,Petrol,less than 10000,more than 15,Hyundai Elite i20
6019,2011,Petrol,less than 50000,more than 15,Other
5539,2012,Diesel,less than 500000,more than 20,Other
7909,2018,Diesel,less than 10000,more than 20,Tata Nexon 1.5
858,2013,Petrol,less than 50000,more than 15,Chevrolet Sail Hatchback
5901,2011,Petrol,less than 100000,more than 15,Maruti Swift 1.3
1383,2013,Diesel,less than 100000,more than 15,Renault Duster 110PS
7333,2017,Diesel,less than 50000,more than 20,Other
7952,2019,Petrol,less than 10000,more than 20,Other
4941,2015,Diesel,less than 500000,0-15,Toyota Fortuner 4x2
833,2015,Petrol,less than 25000,more than 20,Maruti Alto 800
2927,2014,Petrol,less than 25000,more than 20,Hyundai EON 1.0
1614,2010,Petrol,less than 100000,more than 15,Hyundai i20 Asta
3797,2007,Petrol,less than 500000,more than 15,Maruti Zen Estilo
7527,2008,Petrol,less than 100000,more than 15,Honda City 2017-2020
3356,2018,Petrol,less than 25000,more than 15,Volkswagen Polo 2015-2019
213,2013,Petrol,less than 50000,more than 15,Hyundai i20 Magna
2520,2015,Diesel,less than 100000,more than 25,Maruti Swift Dzire
7625,2015,Petrol,less than 50000,more than 15,Toyota Etios Liva
131,2018,Diesel,less than 50000,more than 15,Other
3087,2013,Diesel,less than 100000,0-15,Toyota Innova 2.5
4535,2015,Diesel,less than 25000,more than 20,Maruti SX4 S
8102,2011,Diesel,less than 500000,more than 20,Hyundai Verna 1.6
6069,2012,Diesel,less than 500000,more than 20,Maruti Ertiga VDI
6519,2004,Petrol,less than 100000,more than 15,Maruti Alto LX
2524,2015,Petrol,less than 50000,more than 15,Hyundai Grand i10
3467,2009,Petrol,less than 500000,more than 15,Maruti Omni E
5706,2014,Petrol,less than 50000,more than 15,Maruti Eeco 5
3800,2010,Diesel,less than 500000,more than 15,Tata Indica Vista
4950,2019,Petrol,less than 10000,more than 15,Other
448,2016,Petrol,less than 50000,more than 15,Ford Figo 1.2P
5405,2013,Petrol,less than 50000,0-15,Other
3765,2018,Diesel,less than 100000,more than 20,Hyundai i20 1.4
6036,2014,Diesel,less than 50000,more than 20,Other
7778,2017,Diesel,less than 50000,more than 15,Other
699,2010,Diesel,less than 500000,more than 15,Maruti Swift Vdi
5824,2012,Diesel,less than 500000,more than 20,Volkswagen Vento Diesel
103,2016,Petrol,less than 500000,more than 15,Maruti Eeco 7
7465,2017,Diesel,less than 25000,more than 25,Ford Figo Aspire
523,2017,Petrol,less than 50000,more than 20,Tata Tiago 1.2
3017,2013,Diesel,less than 100000,more than 25,Chevrolet Beat Diesel
3851,2014,Diesel,less than 25000,more than 20,Maruti Ertiga VDI
1102,2013,Petrol,less than 100000,more than 20,Maruti Wagon R
1821,2018,Diesel,less than 100000,0-15,Toyota Fortuner 2.8
1415,2012,Diesel,less than 100000,more than 20,Volkswagen Polo Diesel
165,2016,Diesel,less than 50000,more than 20,BMW 3 Series
7516,2018,Diesel,less than 100000,0-15,Other
3308,2017,Petrol,less than 50000,more than 15,Other
6911,2009,Petrol,less than 100000,0-15,Other
5004,2020,Diesel,less than 25000,more than 20,Maruti Vitara Brezza
6761,2010,Diesel,less than 50000,more than 20,Other
6495,2011,Diesel,less than 500000,more than 20,Hyundai i20 1.4
5306,2018,Petrol,less than 50000,0-15,Other
6517,2012,Diesel,less than 100000,more than 20,Hyundai i20 Sportz
3189,2014,Diesel,less than 500000,more than 25,Tata Indigo CS
5958,2016,Diesel,less than 50000,more than 20,Hyundai Creta 1.4
8017,2008,Diesel,less than 500000,more than 15,Tata Indica V2
2555,2014,Diesel,less than 100000,more than 25,Honda City i
3383,2018,Petrol,less than 10000,more than 20,Maruti Swift VXI
3962,2017,Diesel,less than 100000,more than 20,Ford EcoSport 1.5
5838,2019,Petrol,less than 25000,more than 15,Volkswagen Polo 2015-2019
2499,2014,Diesel,less than 100000,more than 25,Maruti Swift VDI
395,2012,Diesel,less than 500000,more than 20,Other
625,2016,Petrol,less than 100000,more than 25,Renault KWID RXT
4792,2017,Petrol,less than 25000,more than 15,Honda City V
3997,2010,Petrol,less than 100000,more than 15,Honda City V
947,2015,Diesel,less than 100000,more than 25,Chevrolet Beat Diesel
761,2016,Diesel,less than 500000,more than 20,Maruti Vitara Brezza
3430,2013,Diesel,less than 100000,more than 20,Hyundai i20 Asta
2739,2015,Diesel,less than 50000,more than 25,Honda Amaze S
6409,2019,Petrol,less than 25000,more than 15,Hyundai Elite i20
5480,2019,Petrol,less than 50000,more than 20,Hyundai Xcent 1.2
6326,2010,Diesel,less than 500000,more than 15,Maruti Swift Vdi
1443,2017,Diesel,less than 50000,more than 15,Maruti Swift Dzire
4039,2017,Petrol,less than 50000,more than 15,Hyundai Grand i10
5498,2005,Petrol,less than 100000,more than 15,Maruti Wagon R
645,2012,Petrol,less than 25000,more than 15,Maruti Wagon R
4867,2017,Petrol,less than 50000,more than 15,Hyundai i20 1.2
8010,2011,Petrol,less than 100000,more than 15,Hyundai i10 Magna
4526,2016,Diesel,less than 100000,more than 20,Volkswagen Vento 1.5
1882,2000,Petrol,less than 100000,more than 15,Other
4868,2008,Petrol,less than 100000,0-15,Other
3802,2017,Petrol,less than 25000,more than 20,Hyundai EON Era
7716,2017,Petrol,less than 100000,0-15,Other
4147,2019,Petrol,less than 25000,more than 15,Other
2598,2017,Petrol,less than 25000,more than 15,Hyundai Grand i10
2541,2016,Diesel,less than 50000,more than 15,Other
7365,2018,Petrol,less than 25000,more than 20,Maruti Celerio ZXI
6748,2018,Diesel,less than 100000,more than 25,Maruti Swift AMT
2822,2017,Diesel,less than 100000,more than 25,Maruti Ertiga ZDI
7185,2017,Petrol,less than 50000,more than 20,Maruti Swift Dzire
5472,2012,Diesel,less than 100000,more than 20,Other
5218,2014,Petrol,less than 25000,more than 15,Hyundai i20 Magna
5658,2014,Diesel,less than 100000,more than 25,Honda City i
5132,2011,Petrol,less than 500000,more than 15,Maruti Wagon R
6549,2011,Diesel,less than 100000,more than 20,Volkswagen Vento Diesel
2286,2006,Petrol,less than 50000,more than 15,Maruti Alto LX
6243,2017,Diesel,less than 50000,more than 25,Maruti Baleno Alpha
4066,2018,Diesel,less than 50000,more than 25,Honda WR-V i-DTEC
2827,2018,Diesel,less than 50000,more than 15,Other
7515,2013,Diesel,less than 500000,more than 20,Maruti Swift VDI
4207,2017,Diesel,less than 100000,more than 25,Ford Figo 1.5D
3268,2017,Diesel,less than 25000,more than 20,Hyundai i20 2015-2017
183,2016,Petrol,less than 50000,more than 15,Hyundai Xcent 1.2
6615,2017,Petrol,less than 100000,more than 25,Renault KWID RXT
3316,2017,Diesel,less than 100000,more than 25,Ford Figo Aspire
4057,2017,Diesel,less than 100000,more than 20,Other
4710,2009,Diesel,less than 500000,more than 15,Maruti Swift Dzire
1169,2016,Diesel,less than 100000,more than 15,Mahindra TUV 300
7177,2016,Diesel,less than 100000,more than 25,Honda City i
5803,2011,Petrol,less than 50000,more than 15,Honda City 1.5
7544,2019,Petrol,less than 25000,more than 20,Maruti Alto K10
5654,2015,Diesel,less than 100000,more than 15,Tata Indigo CS
5731,2016,Diesel,less than 100000,more than 25,Honda City i
1711,2017,Diesel,less than 50000,more than 15,Jaguar XF 2.0
7176,2017,Diesel,less than 100000,more than 15,Other
1178,2014,Diesel,less than 100000,0-15,Chevrolet Tavera Neo
2129,2014,Diesel,less than 100000,0-15,Other
2532,2014,Diesel,less than 50000,more than 20,Fiat Grande Punto
397,2009,Diesel,less than 500000,more than 15,Hyundai Verna CRDi
1291,2012,Diesel,less than 500000,more than 20,Tata Indica Vista
3661,2007,Petrol,less than 50000,more than 15,Other
3971,2019,Petrol,less than 25000,more than 20,Maruti Ignis 1.2
3458,2007,Diesel,less than 500000,more than 15,BMW 3 Series
1630,2016,Diesel,less than 500000,more than 15,Other
3096,2018,Diesel,less than 10000,more than 15,Volvo V40 D3
4087,2017,Diesel,less than 50000,more than 25,Other
1289,2014,Diesel,less than 100000,more than 20,Hyundai Xcent 1.1
6516,2010,Petrol,less than 50000,more than 15,Other
5840,2012,Diesel,less than 500000,more than 20,Maruti Ertiga VDI
6234,2013,Diesel,less than 100000,more than 15,Mahindra Bolero 2011-2019
3747,2012,Diesel,less than 500000,more than 15,Renault Duster 110PS
6184,2018,Diesel,less than 10000,more than 15,Volvo V40 D3
6946,2017,Diesel,less than 50000,more than 15,Mahindra TUV 300
901,2002,Petrol,less than 100000,more than 15,Maruti 800 Std
3748,2011,Diesel,less than 500000,more than 20,Tata Manza Aura
571,2010,Diesel,less than 100000,more than 15,Tata Manza Aura
8125,2009,Diesel,less than 500000,more than 15,Maruti Swift Dzire
4545,2012,LPG,less than 100000,more than 15,Hyundai i10 Magna
7950,2017,Petrol,less than 50000,more than 20,Other
3366,2016,Petrol,less than 500000,more than 15,Hyundai i20 Active
2309,2019,Petrol,less than 25000,more than 20,Maruti Wagon R
7026,2017,Petrol,less than 50000,more than 20,Tata Tiago 1.2
7754,2018,Petrol,less than 50000,more than 20,Maruti Ignis 1.2
5631,2016,Petrol,less than 25000,0-15,Skoda Rapid 1.6
7728,2011,Diesel,less than 100000,more than 15,Other
8114,2011,Petrol,less than 100000,more than 15,Maruti Alto LXi
1874,2018,Petrol,less than 10000,more than 15,Ford Ecosport 1.5
4452,2014,Diesel,less than 100000,0-15,Other
4705,2016,Diesel,less than 100000,more than 15,Hyundai Creta 1.6
2742,2013,Petrol,less than 500000,more than 15,Skoda Rapid 1.6
4335,2019,Diesel,less than 10000,more than 15,BMW X4 M
3271,2013,Petrol,less than 100000,more than 20,Hyundai EON Era
8004,2016,Diesel,less than 100000,more than 20,Ford Figo Aspire
7461,2012,Diesel,less than 100000,more than 25,Tata Indigo eCS
2167,2005,Petrol,less than 100000,more than 15,Maruti Zen LXI
7044,2014,Diesel,less than 100000,0-15,Other
3437,2014,Diesel,less than 100000,more than 20,Maruti Swift Dzire
5912,2015,Diesel,less than 500000,more than 20,Hyundai i20 Asta
6898,2016,Petrol,less than 25000,more than 20,Maruti Swift VXI
7175,2011,Diesel,less than 500000,more than 15,Chevrolet Cruze LTZ
4470,2018,Petrol,less than 25000,more than 20,Maruti Baleno Delta
3525,2013,Diesel,less than 100000,0-15,Toyota Innova 2.5
7896,2008,Diesel,less than 100000,0-15,Other
3115,2018,Diesel,less than 50000,more than 25,Maruti Swift Dzire
3952,2013,Diesel,less than 100000,more than 20,Other
1937,2012,Diesel,less than 500000,0-15,Mahindra Xylo D4
1321,2017,Petrol,less than 50000,more than 15,Hyundai i20 1.2
1125,2019,Petrol,less than 10000,more than 20,Maruti Swift AMT
2511,2014,Petrol,less than 100000,more than 15,Hyundai Grand i10
1527,2015,Petrol,less than 50000,more than 20,Maruti Alto 800
6362,2016,Diesel,less than 50000,more than 20,Maruti SX4 S
7303,2012,Diesel,less than 500000,more than 15,Mahindra XUV500 W8
4826,2017,Petrol,less than 50000,more than 15,Toyota Etios VX
2458,2004,Petrol,less than 100000,more than 15,Maruti 800 Std
2495,2005,Petrol,less than 500000,more than 15,Hyundai Santro Xing
5488,2019,Diesel,less than 50000,more than 20,Maruti Vitara Brezza
3877,2017,Petrol,less than 25000,more than 15,Other
7696,2010,Petrol,less than 100000,more than 15,Maruti Alto LXi
1408,2010,Diesel,less than 500000,more than 20,Other
3272,2008,Diesel,less than 500000,more than 15,Other
3137,2018,Diesel,less than 100000,more than 20,Other
7766,2014,Diesel,less than 100000,more than 20,Nissan Sunny Diesel
2264,2011,Petrol,less than 100000,more than 15,Chevrolet Spark 1.0
4478,2015,Diesel,less than 100000,more than 15,Mahindra Scorpio 1.99
3749,2018,Diesel,less than 50000,more than 15,Other
6371,2016,Diesel,less than 50000,0-15,Other
2589,2016,Diesel,less than 100000,more than 20,Maruti Vitara Brezza
1502,2004,Petrol,less than 100000,more than 15,Maruti 800 Std
2538,2018,Petrol,less than 10000,more than 20,Other
6205,2014,Petrol,less than 100000,more than 20,Hyundai EON Magna
1320,2015,Diesel,less than 500000,more than 15,Mahindra Scorpio 1.99
4788,2018,Petrol,less than 25000,more than 15,Other
1233,2018,Diesel,less than 100000,more than 25,Other
2236,2014,Diesel,less than 50000,more than 15,Tata Indica Vista
5673,2012,Diesel,less than 500000,more than 15,Toyota Etios Liva
4778,2015,Diesel,less than 50000,more than 15,Mahindra TUV 300
1629,2010,Diesel,less than 500000,0-15,Toyota Innova 2.5
5371,2010,Diesel,less than 100000,0-15,Other
2789,2009,Diesel,less than 100000,more than 15,Tata Indigo LX
6462,2013,Diesel,less than 100000,more than 20,Maruti Swift Dzire
123,2012,Diesel,less than 500000,more than 15,Maruti Swift Dzire
2634,2019,Diesel,less than 25000,more than 15,Volvo XC40 D4
4757,2016,Diesel,less than 100000,more than 20,BMW 3 Series
1796,2014,Diesel,less than 500000,0-15,Toyota Innova 2.5
6678,2016,Petrol,less than 25000,more than 20,Renault KWID 1.0
6401,2012,Petrol,less than 25000,more than 15,Hyundai i10 Era
3102,2017,Petrol,less than 50000,more than 15,Toyota Etios VX
2710,2017,Petrol,less than 50000,more than 15,Other
6058,2014,Petrol,less than 50000,more than 20,Maruti Celerio ZXI
4601,2012,Diesel,less than 500000,more than 20,Other
4326,2013,Petrol,less than 100000,more than 20,Maruti Wagon R
4998,2002,Diesel,less than 500000,0-15,Other
7272,2005,Diesel,less than 500000,more than 15,Other
765,2016,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
1409,2010,Petrol,less than 500000,more than 15,Maruti Alto LX
7345,2018,Diesel,less than 500000,0-15,Mahindra Xylo D4
2428,2012,Diesel,less than 100000,more than 20,Other
5318,2018,Diesel,less than 50000,more than 15,Other
1745,2017,Diesel,less than 100000,more than 20,Volkswagen Ameo 1.5
7011,2013,Petrol,less than 50000,more than 15,Hyundai i20 Sportz
3336,2019,Petrol,less than 10000,more than 20,Other
4884,2018,Diesel,less than 50000,more than 25,Maruti Swift Dzire
6247,2011,Diesel,less than 500000,more than 20,Ford Figo Diesel
7695,2011,Petrol,less than 100000,more than 15,Maruti Alto LXi
7647,2018,Diesel,less than 25000,more than 20,Tata Nexon 1.5
5189,2013,Diesel,less than 500000,0-15,Toyota Innova 2.5
4517,2006,Petrol,less than 100000,more than 15,Other
7373,2016,Diesel,less than 100000,more than 15,Maruti Swift VDI
7024,2015,Petrol,less than 50000,more than 20,Other
6822,2015,Diesel,less than 50000,more than 20,Volkswagen Polo 1.5
1873,2019,Petrol,less than 10000,more than 15,Honda Amaze V
2614,2012,Diesel,less than 500000,more than 20,Hyundai Verna 1.6
7787,2018,Petrol,less than 25000,more than 20,Tata Tigor 1.2
2138,2018,Petrol,less than 25000,more than 15,Honda Amaze V
798,2011,Diesel,less than 500000,more than 15,Maruti Swift Dzire
8043,2007,Petrol,less than 100000,0-15,Other
5968,2016,Diesel,less than 500000,more than 20,Maruti Ertiga SHVS
6105,2019,Petrol,less than 10000,more than 20,Maruti Swift Dzire
6670,2013,Diesel,less than 100000,0-15,Other
626,2011,Diesel,less than 100000,more than 20,Maruti Swift VDI
4592,2013,Diesel,less than 100000,0-15,Other
7371,2017,Petrol,less than 50000,more than 20,Maruti Baleno Delta
1616,2013,Diesel,less than 500000,more than 15,Tata Indica Vista
1782,2013,Petrol,less than 100000,more than 15,Other
2206,2018,Petrol,less than 25000,more than 20,Maruti Baleno Delta
1890,2003,Petrol,less than 100000,more than 15,Maruti 800 Std
790,2019,Petrol,less than 25000,more than 15,Ford Freestyle Titanium
6656,2016,Petrol,less than 100000,more than 15,Hyundai Grand i10
7,2001,Petrol,less than 10000,more than 15,Other
2414,2019,Diesel,less than 50000,more than 20,Other
7876,2018,Diesel,less than 10000,more than 15,Volvo V40 D3
2276,2010,Petrol,less than 500000,more than 15,Maruti Omni 8
2960,2013,Diesel,less than 50000,more than 15,Other
7296,2010,Diesel,less than 500000,more than 15,Other
417,2016,Petrol,less than 100000,more than 15,Honda Jazz VX
742,2017,Diesel,less than 100000,more than 15,Mahindra XUV500 W10
2127,2015,Diesel,less than 100000,more than 15,Renault Duster 85PS
5311,2016,Petrol,less than 10000,more than 15,Hyundai i10 Magna
4589,2017,Diesel,less than 500000,0-15,Toyota Innova Crysta
3593,2011,Diesel,less than 100000,more than 20,Hyundai Verna 1.6
1909,2010,Diesel,less than 500000,0-15,Mahindra Xylo D2
5266,2014,Diesel,less than 50000,more than 15,Mahindra XUV500 W4
6707,2018,Diesel,less than 10000,more than 15,Volvo V40 D3
5439,2012,Diesel,less than 500000,more than 20,Volkswagen Vento Diesel
824,2010,Petrol,less than 100000,more than 15,Hyundai i20 Magna
7391,2018,Diesel,less than 500000,more than 25,Maruti Swift Dzire
116,2016,Diesel,less than 100000,more than 20,Maruti Vitara Brezza
1481,2016,Diesel,less than 100000,more than 25,Maruti Swift Dzire
1904,2012,Petrol,less than 100000,more than 15,Ford Fiesta Classic
3216,2012,LPG,less than 100000,more than 15,Hyundai Santro Xing
